CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Avg_Utilization_Ratio,Pay_on_time,Random_numbers
790000608,no,64,female,1,third level,single,<30k,blue,56,6723.00,0.144,no,0.254760010493784
790004883,no,55,male,1,secondary,married/living with partner,71 – 110k,blue,47,2938.00,0.679,no,0.154523150790819
790017858,no,47,female,3,third level,#NULL!,31 – 50k,blue,36,3979.00,0.331,no,0.552046760476215
790021233,no,52,female,3,primary,single,<30k,blue,44,2300.00,0.695,no,0.958215026615554
790048158,no,46,female,4,third level,married/living with partner,<30k,blue,38,8881.00,0.210,no,0.692246965407965
790051758,yes,50,male,2,third level,single,111k+,blue,42,31782.00,0.000,yes,0.0165931840829261
790069233,no,45,female,3,secondary,divorced,<30k,blue,37,2052.00,0.000,yes,0.238983251105711
790082508,no,42,male,4,secondary,single,111k+,blue,35,34516.00,0.048,no,0.630328666692125
790096533,no,55,male,2,third level,married/living with partner,51 – 70k,blue,48,8863.00,0.147,no,0.898936579418532
790099758,no,40,male,3,secondary,married/living with partner,31 – 50k,blue,33,6884.00,0.145,no,0.431817681212414
790102008,no,37,male,3,third level,single,51 – 70k,blue,30,5924.00,0.173,no,0.509446336732049
790108908,no,44,male,2,third level,married/living with partner,71 – 110k,blue,37,34058.00,0.000,yes,0.972299344779795
790112133,no,47,female,2,third level,single,31 – 50k,blue,40,2623.00,0.628,no,0.927914229471891
790119408,yes,48,female,3,primary,married/living with partner,<30k,blue,41,4960.00,0.000,yes,0.828598124094596
790123983,no,50,female,2,secondary,single,<30k,blue,43,2974.00,0.703,no,0.972015868781652
790128033,no,54,male,3,secondary,single,71 – 110k,blue,47,16494.00,0.082,no,0.0265366967362625
790131033,no,38,female,1,secondary,married/living with partner,<30k,blue,31,3416.00,0.737,no,0.422842170740338
790134408,no,46,male,4,third level,single,51 – 70k,blue,39,10741.00,0.070,no,0.813388518908031
790139583,no,39,female,0,third level,divorced,<30k,blue,32,1438.30,0.557,no,0.291261532512891
790141308,no,44,male,2,third level,married/living with partner,71 – 110k,blue,37,8241.00,0.000,yes,0.925618565914285
790145733,yes,40,male,3,third level,single,71 – 110k,gold,33,34516.00,0.000,yes,0.6938781306364
790149483,no,42,male,3,primary,single,31 – 50k,blue,35,8566.00,0.173,no,0.704878420504143
790174608,no,37,male,1,third level,single,71 – 110k,blue,30,19300.00,0.061,no,0.300753183764932
790186458,no,45,male,3,primary,single,71 – 110k,blue,39,17996.00,0.048,no,0.780984857093624
790201158,no,60,female,1,primary,married/living with partner,<30k,gold,54,13062.00,0.133,no,0.467610985674833
790221633,no,44,female,4,third level,single,31 – 50k,blue,38,3897.00,0.589,no,0.603595235372351
790225758,no,41,male,2,third level,single,71 – 110k,blue,35,2647.00,0.234,no,0.974712310133104
791856033,yes,45,male,2,third level,divorced,71 – 110k,blue,39,34516.00,0.000,yes,0.0842093330159112
792098883,no,37,male,2,third level,single,111k+,blue,31,2360.00,0.510,no,0.715719843901918
792139308,no,48,female,3,third level,single,31 – 50k,blue,42,9215.00,0.069,no,0.132092263950127
792152283,no,54,male,3,third level,married/living with partner,111k+,blue,48,8426.00,0.000,yes,0.00791119208840829
792272658,no,40,male,3,third level,single,71 – 110k,blue,34,22380.00,0.055,no,0.478619490596329
792300858,no,44,female,3,third level,divorced,31 – 50k,blue,38,4269.00,0.434,no,0.579943280161429
792402483,no,46,male,4,third level,single,51 – 70k,blue,40,12280.00,0.080,no,0.51069830131922
792524358,no,55,male,3,secondary,single,71 – 110k,blue,49,34516.00,0.023,no,0.750654400160555
792565908,no,36,female,2,primary,single,<30k,blue,30,2684.00,0.549,no,0.269556864810263
792695808,no,41,male,4,secondary,married/living with partner,111k+,blue,35,18232.00,0.063,no,0.899317532256293
792795933,no,39,female,1,third level,single,<30k,blue,30,2669.00,0.898,no,0.580362743392466
792912708,no,45,male,5,third level,married/living with partner,31 – 50k,gold,39,15198.00,0.138,no,0.686652243685833
792995808,no,57,female,3,third level,single,31 – 50k,blue,51,7226.00,0.234,no,0.214029332318664
793059108,no,50,female,2,third level,married/living with partner,31 – 50k,blue,44,2339.00,0.616,no,0.979235242538274
793222008,no,32,male,0,secondary,married/living with partner,51 – 70k,blue,26,5397.00,0.331,no,0.211148257907397
793336383,no,47,female,1,secondary,married/living with partner,<30k,blue,41,2709.00,0.751,no,0.874335766731402
793345008,no,44,female,3,primary,single,<30k,blue,38,1438.30,0.000,yes,0.738574193273087
793355508,no,32,male,0,third level,single,<30k,blue,26,6942.00,0.000,yes,0.548281349231997
793379058,no,48,female,3,third level,single,<30k,blue,42,2214.00,0.463,no,0.506468413630117
793395933,no,59,female,1,secondary,single,<30k,blue,53,2716.00,0.641,no,0.579563066775193
793428408,no,50,female,3,primary,married/living with partner,<30k,blue,44,1596.00,0.742,no,0.747587878475114
793449333,no,54,male,2,third level,divorced,71 – 110k,blue,48,29974.00,0.071,no,0.999749494945173
793456983,no,43,male,0,third level,single,31 – 50k,blue,37,7872.00,0.126,no,0.141525346121494
793461933,no,37,male,3,secondary,single,71 – 110k,blue,31,5699.00,0.177,no,0.577862039627987
793473033,no,51,male,1,third level,single,51 – 70k,blue,45,3228.00,0.780,no,0.134229435645832
793543758,no,47,male,2,third level,single,111k+,blue,41,10614.00,0.074,no,0.288416914454053
793550958,no,47,female,2,third level,married/living with partner,<30k,blue,41,1438.30,0.000,yes,0.487262316776286
793560033,no,47,female,3,primary,single,#NULL!,gold,33,34516.00,0.056,no,0.401819292369077
793581933,no,50,male,3,secondary,single,31 – 50k,gold,44,19853.00,0.076,no,0.673252759354342
793597833,no,49,female,0,third level,single,<30k,blue,43,2481.00,0.632,no,0.816831155747753
793608258,yes,54,female,3,third level,single,<30k,gold,48,13432.00,0.000,yes,0.800671175378215
793616883,no,39,female,5,third level,single,<30k,blue,33,1438.30,0.464,no,0.0931803200023811
793625583,no,48,female,3,secondary,single,31 – 50k,blue,42,3743.00,0.558,no,0.603712057369276
793630083,yes,39,male,2,secondary,single,111k+,blue,33,1726.00,0.855,no,0.0659777665606194
793636308,no,49,male,3,primary,single,71 – 110k,blue,43,4645.00,0.355,no,0.972841669854434
793678608,no,46,male,4,third level,single,71 – 110k,gold,40,34516.00,0.000,yes,0.144396857222892
793712658,yes,52,male,3,third level,married/living with partner,71 – 110k,blue,46,15011.00,0.168,no,0.154985094129099
793717608,no,39,male,0,third level,single,51 – 70k,blue,33,10452.00,0.107,no,0.510586877217197
793720908,no,46,male,5,primary,single,31 – 50k,blue,40,7333.00,0.119,no,0.850980413305626
793736958,no,49,male,3,secondary,single,111k+,blue,43,21680.00,0.073,no,0.188069352746965
793842558,no,39,female,3,third level,married/living with partner,<30k,blue,33,2001.00,0.715,no,0.13442665181284
793889508,no,48,female,2,third level,married/living with partner,31 – 50k,blue,42,4076.00,0.000,yes,0.293741899781573
793952133,no,32,female,0,secondary,married/living with partner,<30k,blue,26,2778.00,0.832,no,0.813683245491684
794054058,no,50,female,2,third level,single,<30k,blue,44,2765.00,0.000,yes,0.47907138272206
794113758,no,60,male,0,secondary,married/living with partner,51 – 70k,blue,54,9592.00,0.205,no,0.956380153539507
794124708,no,47,male,2,third level,#NULL!,71 – 110k,blue,41,21325.00,0.103,no,0.23504468459005
794132808,no,60,male,0,primary,married/living with partner,31 – 50k,blue,54,13035.00,0.099,no,0.453893135771686
794172033,yes,58,female,1,third level,divorced,<30k,blue,52,1817.00,0.000,yes,0.163010401242285
794191008,no,46,male,2,third level,married/living with partner,111k+,blue,40,34516.00,0.048,no,0.47728798855696
794217108,no,43,male,2,third level,single,111k+,blue,37,14315.00,0.094,no,0.775916603853097
794227308,no,56,male,2,third level,married/living with partner,71 – 110k,blue,50,10214.00,0.140,no,0.0157566986511443
794253108,no,52,male,4,third level,single,31 – 50k,blue,46,13090.00,0.000,yes,0.494380177935149
794273283,yes,51,male,3,primary,single,71 – 110k,blue,45,25670.00,0.000,yes,0.657879602716124
794340033,no,34,female,3,primary,married/living with partner,31 – 50k,blue,28,2799.00,0.630,no,0.0392133380239755
794462133,no,55,female,0,third level,single,31 – 50k,blue,35,3735.00,0.530,no,0.754822802594035
794475483,no,44,male,4,primary,married/living with partner,71 – 110k,gold,27,34516.00,0.030,no,0.466892710933667
794482158,no,46,male,3,third level,single,71 – 110k,gold,32,34516.00,0.057,no,0.718506514900264
794490858,no,48,female,1,secondary,married/living with partner,31 – 50k,gold,28,15713.00,0.088,no,0.189622519397072
794494308,no,42,male,3,primary,married/living with partner,111k+,gold,23,34516.00,0.060,no,0.872219455983601
794507133,yes,37,female,2,third level,single,31 – 50k,blue,18,1900.00,0.000,yes,0.646092328124477
794510358,no,41,male,3,third level,married/living with partner,71 – 110k,blue,26,33408.00,0.000,yes,0.832128720035993
794516508,no,43,female,3,secondary,married/living with partner,<30k,blue,24,1484.00,0.000,yes,0.98624460858166
794524833,no,36,female,3,third level,single,31 – 50k,blue,18,2265.00,0.594,no,0.225571352839125
794528283,no,44,male,4,third level,married/living with partner,51 – 70k,blue,28,2748.00,0.320,no,0.79904475247079
794530608,no,52,male,2,primary,single,71 – 110k,blue,34,27229.00,0.000,yes,0.361020454165635
794540883,no,56,female,1,third level,married/living with partner,31 – 50k,blue,38,3485.00,0.420,no,0.216573229232453
794543958,no,53,male,1,third level,divorced,71 – 110k,blue,35,34516.00,0.035,no,0.946536960559751
794545983,no,57,male,2,third level,married/living with partner,71 – 110k,blue,40,12208.00,0.162,no,0.710081000429993
794551383,no,50,female,3,third level,single,<30k,blue,32,4419.00,0.276,no,0.97478366262879
794554683,yes,41,female,4,third level,married/living with partner,<30k,blue,26,3159.00,0.000,yes,0.284509173462683
794558658,no,49,female,4,third level,married/living with partner,<30k,blue,34,2560.00,0.559,no,0.577690691023288
794560833,yes,47,female,3,third level,married/living with partner,31 – 50k,blue,31,5496.00,0.000,yes,0.338509344909884
794567133,no,52,female,2,secondary,single,<30k,blue,35,1954.00,0.414,no,0.699473650675553
794571108,yes,39,male,2,third level,divorced,31 – 50k,gold,23,17894.00,0.017,no,0.456741808950288
794576058,no,42,male,3,third level,married/living with partner,71 – 110k,blue,26,8480.00,0.158,no,0.13085199740843
794579658,no,47,male,3,secondary,married/living with partner,71 – 110k,blue,32,23424.00,0.107,no,0.0566657093439945
794581533,no,52,male,2,third level,single,51 – 70k,blue,37,2749.00,0.502,no,0.507523599862831
794627208,no,43,male,1,secondary,married/living with partner,51 – 70k,blue,23,7189.00,0.216,no,0.165758156775817
794632308,no,40,male,4,third level,married/living with partner,51 – 70k,gold,25,28822.00,0.087,no,0.365657659521364
794637333,no,44,female,2,third level,divorced,<30k,gold,25,13138.00,0.000,yes,0.806572497264363
794649858,no,58,female,1,primary,married/living with partner,<30k,blue,39,2210.00,0.735,no,0.327538596604155
794653983,no,44,female,3,third level,married/living with partner,<30k,blue,27,1480.00,0.687,no,0.339331013301165
794664183,no,38,male,0,primary,married/living with partner,51 – 70k,blue,19,3238.00,0.663,no,0.0531390927256243
794665608,no,48,female,3,third level,single,31 – 50k,blue,33,5724.00,0.102,no,0.0656251218402864
794675058,yes,36,male,3,third level,married/living with partner,71 – 110k,blue,21,5015.00,0.391,no,0.472384967358496
794692158,no,43,female,3,secondary,#NULL!,31 – 50k,gold,25,17328.00,0.000,yes,0.766000900125441
794707083,yes,50,male,2,third level,single,71 – 110k,blue,44,3495.00,0.000,yes,0.634674033371085
794740458,no,45,female,3,third level,married/living with partner,<30k,gold,39,10186.00,0.158,no,0.454293357735227
794784633,no,61,female,0,primary,single,31 – 50k,blue,55,2214.00,0.959,no,0.741386699948799
794818833,no,36,female,1,primary,single,<30k,blue,30,5494.00,0.378,no,0.643678532474551
794831733,no,45,female,5,third level,married/living with partner,<30k,blue,39,2156.00,0.560,no,0.866982615484571
794843883,no,41,male,3,secondary,married/living with partner,71 – 110k,blue,35,34516.00,0.035,no,0.904005140957166
794856033,no,38,male,3,third level,married/living with partner,71 – 110k,blue,32,5242.00,0.090,no,0.712927324919083
794947683,no,35,female,4,third level,single,<30k,blue,29,2118.00,0.561,no,0.130137692159012
794962983,no,47,female,3,third level,divorced,<30k,blue,41,9947.00,0.251,no,0.984494138005346
794965233,yes,51,female,1,third level,married/living with partner,<30k,gold,45,13199.00,0.059,no,0.356905174446308
794967408,no,53,male,3,third level,married/living with partner,71 – 110k,blue,47,9106.00,0.107,no,0.74130515643378
794977533,yes,62,male,0,secondary,married/living with partner,51 – 70k,blue,56,8077.00,0.000,yes,0.288009551933982
795052083,no,63,female,0,primary,single,31 – 50k,blue,56,1438.30,0.000,yes,0.308070335465091
795218883,no,47,male,3,secondary,married/living with partner,51 – 70k,blue,41,4207.00,0.370,no,0.0461437476463105
795232683,no,53,female,1,third level,married/living with partner,<30k,blue,47,2154.00,0.432,no,0.111644940626005
795237183,no,51,female,2,third level,married/living with partner,31 – 50k,blue,45,5930.00,0.000,yes,0.249759041860386
795266208,no,39,male,3,third level,single,111k+,blue,30,8842.00,0.000,yes,0.0856912575577644
795343683,no,40,female,3,secondary,single,<30k,blue,34,1707.00,0.579,no,0.841900825159962
795573333,no,41,male,3,secondary,married/living with partner,71 – 110k,blue,35,8376.00,0.139,no,0.382574811692737
795684783,no,48,male,4,secondary,single,51 – 70k,blue,42,2384.00,0.669,no,0.260080125091179
795713058,no,45,male,3,third level,married/living with partner,31 – 50k,blue,39,4409.00,0.398,no,0.412695886482857
795784008,yes,44,female,3,third level,married/living with partner,<30k,blue,38,3889.00,0.647,no,0.109418538509477
795795408,no,53,male,2,primary,married/living with partner,31 – 50k,blue,47,5579.00,0.255,no,0.850505046767919
795823383,no,43,female,4,third level,single,<30k,blue,37,2419.00,0.000,yes,0.303126872853215
795844983,no,45,female,3,secondary,married/living with partner,31 – 50k,blue,39,2851.00,0.000,yes,0.794645795464897
795855258,no,48,female,4,third level,single,<30k,blue,42,1438.30,0.000,yes,0.576950944412315
795869583,no,53,female,3,primary,married/living with partner,<30k,blue,47,3733.00,0.434,no,0.223289204450003
795920358,no,33,female,2,secondary,married/living with partner,<30k,blue,27,7185.00,0.000,yes,0.451130329214765
795979833,no,53,female,1,secondary,married/living with partner,<30k,blue,47,3445.00,0.312,no,0.61986139448565
795997908,no,36,male,2,secondary,married/living with partner,71 – 110k,blue,30,16050.00,0.092,no,0.606999868057289
796029483,no,49,female,3,third level,married/living with partner,<30k,blue,43,2174.00,0.361,no,0.159273240222993
796170933,no,57,male,2,primary,single,71 – 110k,blue,51,30622.00,0.000,yes,0.427491221707846
796174983,no,52,male,2,secondary,single,71 – 110k,blue,46,25737.00,0.045,no,0.22050845497017
796236258,no,48,female,5,secondary,single,31 – 50k,blue,42,2465.00,0.458,no,0.868728446684026
796326483,no,42,male,3,secondary,married/living with partner,71 – 110k,blue,36,1681.00,0.000,yes,0.705145248713941
796330983,no,41,female,4,third level,single,<30k,blue,35,2138.00,0.600,no,0.381891862194678
796336833,no,51,male,3,third level,married/living with partner,71 – 110k,blue,45,32096.00,0.000,yes,0.715244563877602
796343058,no,49,female,2,secondary,single,<30k,blue,43,3538.00,0.000,yes,0.246389185528156
796544133,no,54,male,1,third level,single,111k+,blue,48,2456.00,0.673,no,0.905065881160354
796791258,no,50,male,1,primary,married/living with partner,111k+,blue,44,3104.00,0.577,no,0.29123597964323
796903083,yes,47,female,1,third level,married/living with partner,31 – 50k,blue,36,1438.30,0.000,yes,0.821663797895308
796931508,yes,42,male,4,secondary,#NULL!,51 – 70k,blue,36,1871.00,0.000,yes,0.0123608429056077
796990908,no,35,male,3,third level,single,71 – 110k,gold,29,34516.00,0.054,no,0.349628024383682
797169633,no,41,male,4,third level,single,111k+,blue,35,34516.00,0.024,no,0.243022510081953
797228883,no,46,male,2,secondary,married/living with partner,31 – 50k,blue,40,3981.00,0.000,yes,0.635565273491445
797241108,no,47,male,1,third level,married/living with partner,111k+,blue,41,9036.00,0.120,no,0.206727215400098
797389758,no,42,female,2,third level,married/living with partner,31 – 50k,gold,36,16290.00,0.000,yes,0.317610340586532
797414733,no,37,female,3,third level,single,<30k,blue,31,2005.00,0.757,no,0.309718570072336
797466033,no,32,male,1,secondary,married/living with partner,31 – 50k,blue,26,2576.00,0.681,no,0.00326090422308345
797468658,no,53,male,3,secondary,married/living with partner,111k+,blue,47,19081.00,0.127,no,0.691031173586901
797488158,no,52,male,2,secondary,married/living with partner,51 – 70k,blue,46,14316.00,0.076,no,0.261157293831434
797638383,no,49,female,4,secondary,married/living with partner,<30k,blue,43,4852.00,0.415,no,0.334583731708008
797641683,no,40,male,3,primary,married/living with partner,71 – 110k,blue,34,14840.00,0.138,no,0.914376298995012
797643708,no,47,male,1,secondary,married/living with partner,111k+,blue,41,27858.00,0.047,no,0.19854957664904
797668983,no,42,female,4,third level,married/living with partner,<30k,blue,36,1438.30,0.000,yes,0.50474944748779
797707008,yes,44,female,3,third level,married/living with partner,<30k,blue,38,7222.00,0.000,yes,0.502081288546146
797753283,no,34,female,1,secondary,married/living with partner,<30k,blue,28,2707.00,0.752,no,0.262865553295264
797757333,no,43,male,3,third level,married/living with partner,51 – 70k,blue,37,34516.00,0.046,no,0.9933869821675
797898858,no,40,female,2,primary,single,<30k,blue,34,4748.00,0.439,no,0.400507875919609
797998158,no,52,male,3,primary,single,71 – 110k,blue,46,4555.00,0.000,yes,0.913328780377122
798011733,no,53,female,3,third level,married/living with partner,<30k,blue,47,1562.00,0.481,no,0.132513936769594
798022683,yes,43,male,1,third level,married/living with partner,71 – 110k,blue,37,25517.00,0.013,no,0.72862774149518
798030933,no,47,male,4,third level,single,51 – 70k,blue,41,15594.00,0.000,yes,0.797972831033631
798035358,no,46,female,4,secondary,single,<30k,blue,40,3556.00,0.611,no,0.039677160384637
798041508,yes,50,female,4,third level,single,<30k,blue,44,3201.00,0.786,no,0.0745885579465775
798045708,no,42,female,5,third level,married/living with partner,31 – 50k,blue,36,7434.00,0.000,yes,0.679362324852038
798110358,no,64,female,1,secondary,married/living with partner,31 – 50k,blue,56,1438.30,0.000,yes,0.319147690780768
798114033,no,46,male,2,third level,married/living with partner,51 – 70k,blue,40,7949.00,0.190,no,0.843517345442255
798120858,no,37,male,3,primary,married/living with partner,71 – 110k,blue,31,3797.00,0.375,no,0.306596083206513
798140283,no,57,male,4,third level,married/living with partner,111k+,blue,51,10711.00,0.184,no,0.576858415334153
798158808,no,53,female,1,third level,single,31 – 50k,blue,47,6605.00,0.224,no,0.971011309829299
798238008,no,36,female,2,primary,married/living with partner,<30k,blue,30,5070.00,0.000,yes,0.550234503706735
798280683,no,37,male,3,third level,single,71 – 110k,blue,31,2626.00,0.661,no,0.198670519416955
798281808,no,48,male,4,secondary,married/living with partner,51 – 70k,blue,42,3879.00,0.313,no,0.691836236551144
798308058,no,39,male,1,third level,single,31 – 50k,blue,33,2255.00,0.000,yes,0.236044283831339
798451908,no,36,female,2,third level,married/living with partner,<30k,blue,30,5723.00,0.000,yes,0.640224423822599
798473808,no,48,male,3,third level,married/living with partner,71 – 110k,blue,42,7477.00,0.000,yes,0.896053427737573
798481383,yes,40,female,3,primary,married/living with partner,<30k,blue,34,2694.00,0.000,yes,0.423783779856903
798546408,no,61,female,1,third level,single,<30k,blue,55,8283.00,0.174,no,0.920444358339333
798553158,yes,62,female,1,third level,single,<30k,blue,56,3109.00,0.000,yes,0.641458671371651
798558783,no,47,male,3,third level,married/living with partner,<30k,blue,41,5833.00,0.300,no,0.171468476096774
798687258,no,40,male,4,third level,married/living with partner,<30k,blue,34,2577.00,0.703,no,0.11664230008322
798769458,no,29,female,1,secondary,single,<30k,blue,23,3318.00,0.279,no,0.142667074175401
798777708,no,54,female,4,secondary,single,31 – 50k,blue,48,3089.00,0.381,no,0.756769276538944
798786333,no,46,female,2,third level,married/living with partner,<30k,blue,40,1438.30,0.355,no,0.715903080967004
798788958,no,32,male,1,secondary,single,71 – 110k,blue,26,6407.00,0.176,no,0.973955960460948
798792408,yes,48,male,3,secondary,married/living with partner,71 – 110k,blue,42,9959.00,0.000,yes,0.722724185788777
798796233,no,37,female,3,secondary,married/living with partner,31 – 50k,blue,31,1586.00,0.654,no,0.396169420882092
798917883,no,42,female,4,third level,single,<30k,blue,36,4150.00,0.607,no,0.092436403631899
798962058,no,36,female,5,third level,married/living with partner,<30k,blue,30,3103.00,0.773,no,0.904640327407132
798983508,no,43,male,1,third level,single,71 – 110k,gold,37,34516.00,0.042,no,0.846149889334012
798988983,no,51,female,2,primary,married/living with partner,<30k,blue,45,7165.00,0.284,no,0.579654722402922
799000008,no,57,male,2,third level,divorced,111k+,blue,51,26437.00,0.056,no,0.401723793696695
799011558,no,43,male,3,primary,married/living with partner,111k+,blue,37,16909.00,0.069,no,0.0717466186040724
799020258,no,44,male,2,primary,divorced,51 – 70k,blue,38,16553.00,0.000,yes,0.519327451835636
799026633,no,56,male,1,primary,married/living with partner,111k+,blue,50,16254.00,0.093,no,0.0664083179074044
799224108,no,46,female,4,third level,single,<30k,blue,40,6265.00,0.310,no,0.0312906805960974
799239033,yes,53,female,3,secondary,single,31 – 50k,blue,47,1714.00,0.000,yes,0.512260096407889
799242033,no,45,male,4,third level,married/living with partner,71 – 110k,blue,39,1438.30,0.808,no,0.104289775692744
799249833,no,34,male,2,third level,single,<30k,blue,28,4439.00,0.190,no,0.299121710466612
799253808,no,42,male,3,secondary,married/living with partner,71 – 110k,gold,36,34516.00,0.037,no,0.787418663436063
799468083,no,51,male,2,third level,married/living with partner,31 – 50k,blue,45,11467.00,0.100,no,0.676684150983706
799471833,no,45,male,1,primary,single,111k+,blue,39,3133.00,0.482,no,0.291098524646506
799475658,no,51,female,3,primary,married/living with partner,<30k,blue,45,2238.00,0.581,no,0.0987756820781751
799486158,no,39,female,1,third level,married/living with partner,<30k,blue,29,1438.30,0.660,no,0.454227453778882
799498158,no,31,male,1,third level,married/living with partner,51 – 70k,blue,22,2685.00,0.588,no,0.164915851674075
799700208,no,38,male,2,third level,single,51 – 70k,gold,32,26988.00,0.059,no,0.625193819907693
799707858,no,50,female,1,secondary,married/living with partner,<30k,blue,42,7115.00,0.281,no,0.286954423008741
799720158,no,50,male,1,third level,single,71 – 110k,blue,44,3370.00,0.336,no,0.112741747372583
799723908,no,46,male,3,secondary,married/living with partner,71 – 110k,blue,40,19458.00,0.074,no,0.49348014432314
799731033,no,34,female,2,third level,single,<30k,blue,28,1438.30,0.000,yes,0.643628817757186
799825758,no,42,male,4,secondary,divorced,51 – 70k,blue,36,3263.00,0.513,no,0.3196894368754
800758233,yes,30,male,0,third level,single,51 – 70k,blue,24,4109.00,0.000,yes,0.76648231932028
801036033,no,31,male,0,secondary,single,31 – 50k,blue,25,4493.00,0.309,no,0.760185285088547
801037833,no,38,male,2,primary,single,71 – 110k,blue,32,3192.00,0.789,no,0.530634318657789
801048483,no,34,male,3,primary,divorced,111k+,blue,28,9180.00,0.198,no,0.928720292763627
801053208,no,39,female,3,secondary,married/living with partner,<30k,blue,33,1968.00,0.645,no,0.566806893294939
801056358,no,51,male,1,secondary,single,71 – 110k,blue,45,13287.00,0.140,no,0.386345884780892
801064833,no,42,male,3,third level,married/living with partner,71 – 110k,blue,36,30117.00,0.071,no,0.981675672408872
801083133,no,57,female,4,primary,single,<30k,blue,51,3545.00,0.408,no,0.263084549799016
801366783,no,51,female,1,third level,single,<30k,blue,45,4860.00,0.365,no,0.318005988269465
801369258,no,47,female,5,third level,married/living with partner,31 – 50k,blue,41,4466.00,0.174,no,0.413630390921207
801373833,no,49,male,4,third level,divorced,31 – 50k,blue,43,1922.00,0.369,no,0.990486126794211
801380808,yes,44,male,2,third level,married/living with partner,71 – 110k,blue,38,25894.00,0.097,no,0.550310397807709
801383808,no,50,male,3,third level,single,51 – 70k,blue,44,23090.00,0.036,no,0.630755258495303
801385458,no,52,male,1,primary,married/living with partner,111k+,blue,46,8596.00,0.235,no,0.0920290076492655
801497508,no,56,female,1,third level,married/living with partner,<30k,blue,50,1584.00,0.828,no,0.668669773083641
801499908,no,43,female,4,third level,married/living with partner,<30k,blue,37,4724.00,0.435,no,0.0431332135437404
801502008,no,37,male,1,third level,married/living with partner,51 – 70k,blue,31,20144.00,0.059,no,0.749102704501114
801508383,no,48,male,2,third level,married/living with partner,71 – 110k,blue,42,25658.00,0.067,no,0.528211786368354
801516183,no,52,female,4,third level,single,<30k,blue,46,3231.00,0.686,no,0.801973951051774
801700233,no,36,male,2,third level,single,111k+,blue,28,3174.00,0.776,no,0.976155232542893
801715383,yes,45,male,4,third level,married/living with partner,51 – 70k,blue,39,12890.00,0.000,yes,0.723901953092485
801726933,no,34,male,2,third level,married/living with partner,111k+,blue,28,13384.00,0.138,no,0.966464051964988
801728658,no,53,male,2,third level,single,51 – 70k,blue,47,13848.00,0.100,no,0.539197677385485
801783108,no,46,male,3,third level,married/living with partner,111k+,blue,40,1438.30,0.000,yes,0.102222170015624
801786483,no,51,male,0,secondary,single,71 – 110k,blue,45,10648.00,0.236,no,0.899286105304042
801977733,no,40,female,2,secondary,single,<30k,blue,34,2395.00,0.600,no,0.261134894871666
801989733,no,55,male,2,primary,single,51 – 70k,blue,48,7667.00,0.156,no,0.830215678979228
802013583,no,56,male,3,third level,married/living with partner,111k+,blue,50,9689.00,0.232,no,0.576777069981243
802031583,no,53,male,2,primary,single,71 – 110k,blue,47,22855.00,0.000,yes,0.449203250898482
802087683,no,32,male,0,third level,married/living with partner,51 – 70k,blue,26,5478.00,0.272,no,0.115895507781879
802243458,yes,48,male,2,third level,single,31 – 50k,blue,42,2760.00,0.000,yes,0.893155109786924
802247658,yes,59,male,2,primary,single,31 – 50k,blue,53,2699.00,0.897,no,0.485378272058649
802276683,no,56,male,3,third level,married/living with partner,71 – 110k,blue,50,8022.00,0.171,no,0.415287725310575
802449933,no,29,male,1,primary,married/living with partner,31 – 50k,blue,23,8147.00,0.215,no,0.0514814032359898
802464033,no,65,female,0,third level,married/living with partner,<30k,blue,56,4460.00,0.283,no,0.188699654859405
802600233,no,51,female,2,third level,single,31 – 50k,blue,45,1438.30,0.604,no,0.32920551087285
802622733,no,44,female,4,primary,single,31 – 50k,blue,34,3657.00,0.000,yes,0.182866166550255
802662858,no,55,female,2,third level,divorced,<30k,blue,49,3949.00,0.513,no,0.126227760699922
802668333,yes,49,male,2,third level,single,71 – 110k,blue,43,2384.00,0.805,no,0.7430069999584
802673508,yes,57,male,2,third level,single,111k+,blue,51,8760.00,0.000,yes,0.411761436642119
802675983,no,42,female,3,third level,married/living with partner,<30k,blue,33,3794.00,0.407,no,0.0128371890327688
802795608,no,54,female,2,secondary,single,<30k,blue,48,1517.00,0.367,no,0.506949618459895
802856508,no,42,male,2,third level,single,71 – 110k,blue,36,26690.00,0.000,yes,0.168244206498819
802867683,no,53,female,2,secondary,single,31 – 50k,blue,47,1536.00,0.474,no,0.056014132143099
802875333,no,51,male,1,secondary,single,51 – 70k,blue,45,2458.00,0.000,yes,0.323301137950023
802878408,no,53,female,1,third level,married/living with partner,31 – 50k,blue,47,2799.00,0.000,yes,0.392896372857827
802884933,no,61,male,1,third level,married/living with partner,51 – 70k,blue,55,3264.00,0.413,no,0.345010364580902
802890333,no,59,male,1,primary,married/living with partner,31 – 50k,blue,53,2182.00,0.714,no,0.403325872125854
802937058,no,53,male,1,third level,married/living with partner,71 – 110k,blue,47,2540.00,0.732,no,0.78370022350071
803028858,yes,38,female,2,third level,single,<30k,blue,32,3775.00,0.000,yes,0.840918942431442
803043933,no,44,female,3,primary,divorced,<30k,gold,38,11127.00,0.165,no,0.898693103619318
803097333,no,41,male,2,third level,married/living with partner,71 – 110k,blue,35,10873.00,0.139,no,0.0589170242358048
